# Vib_X	Vib_Y	Vib_Z	Sound
-3.489928	-0.142944	0.284363	-0.758960
-3.524860	-0.295528	-0.022935	-0.655605
-3.384769	-0.439665	-0.136557	-0.523844
-3.258505	-0.546546	-0.330233	-0.378865
-3.071656	-0.552770	-0.583302	-0.247666
-2.878985	-0.575711	-0.405120	-0.145436
-2.648107	-0.528495	0.754349	-0.023096
-2.411771	-0.453448	0.403151	0.122305
-2.236384	-0.375644	-0.283751	0.257019
-1.965844	-0.334563	0.129423	0.325641
-1.745337	-0.323093	0.715614	0.363468
-1.432405	-0.251780	1.634925	0.432512
-1.456785	-0.351191	-0.105569	0.458808
-1.384738	-0.453981	-0.789888	0.487495
-1.403841	-0.577133	-0.092658	0.473573
-1.562490	-0.745101	-1.161745	0.498463
-1.631262	-0.791961	-0.177875	0.565539
-1.804648	-0.863896	-0.784724	0.612787
-1.978397	-0.875722	-1.781506	0.630224
-2.034070	-0.812057	-1.572336	0.612927
-2.039346	-0.697618	-0.792471	0.578616
-2.052082	-0.575533	-0.159798	0.600975
-2.107027	-0.521204	-1.500031	0.656238
-1.970756	-0.364262	-0.903511	0.752563
-1.789547	-0.311089	-0.591049	0.861825
-1.646727	-0.346479	-0.516161	0.924401
-1.571223	-0.478345	-1.525854	1.007366
-1.583413	-0.675122	-1.277950	1.055036
-1.510456	-0.814902	-0.371550	1.066849
-1.568858	-0.985003	-0.671101	1.082598
-1.617253	-1.147280	-0.350891	1.084848
-1.835759	-1.294173	-0.885435	1.073739
-1.963115	-1.299864	-0.451602	1.064177
-2.114668	-1.246335	-0.841535	1.044349
-1.998592	-1.060584	1.172687	1.068395
-2.051536	-0.908178	1.097799	1.062067
-2.117397	-0.810278	-1.590413	1.036475
-1.909443	-0.678590	-1.425143	0.996117
-1.627987	-0.535075	0.059700	0.968555
-1.344712	-0.480390	1.046153	0.968696
-1.284673	-0.625861	-0.074581	0.992461
-1.034146	-0.738610	-0.152051	1.038162
-0.800539	-0.806810	-0.332815	1.095816
-0.470324	-0.800053	0.416063	1.189047
-0.380265	-0.777912	0.286946	1.282138
-0.302396	-0.682680	-0.255345	1.376493
-0.278744	-0.523160	0.431557	1.422054
-0.268920	-0.293839	1.454162	1.439350
-0.364072	-0.040776	1.149446	1.459178
-0.574937	0.171739	-0.846700	1.517816
-0.666815	0.441518	0.036459	1.576174
-0.854210	0.640607	0.134588	1.664342
-1.023229	0.795059	-0.056505	1.723122
-1.221904	0.865127	-0.123646	1.740277
-1.370183	0.855346	-0.071999	1.761651
-1.429494	0.796571	0.054536	1.804119
-1.463153	0.691202	-0.500667	1.847992
-1.362723	0.642830	-0.141722	1.882866
-1.168779	0.639007	0.230134	1.934051
-1.002489	0.710409	-0.079746	1.945301
-0.783801	0.742597	-1.549095	1.931661
-0.523085	0.845654	-0.826041	1.915068
-0.225982	0.986323	0.224970	1.908599
-0.033675	1.085645	0.258540	1.872460
0.134434	1.151267	-1.249544	1.816493
0.253057	1.216000	-1.358002	1.721153
0.438633	1.394637	0.674296	1.603595
0.487574	1.352401	-0.384462	1.484349
0.504312	1.250589	-0.294080	1.364119
0.478841	1.162204	0.444468	1.213656
0.512135	1.050078	0.392822	1.069661
0.562532	0.985967	0.599409	0.899651
0.469380	0.935639	-0.167545	0.720361
0.510134	0.965516	-0.051340	0.520962
0.501037	1.001706	-0.077164	0.352499
0.476475	1.100406	-0.268257	0.260956
0.425715	1.201684	0.168158	0.178131
0.367495	1.249611	-0.704671	0.118367
0.330562	1.363872	-0.937082	0.059307
0.372408	1.451990	-0.175292	0.038917
0.328743	1.459904	0.320516	0.042995
0.235591	1.434740	-0.376715	0.110211
0.129158	1.370363	-1.143669	0.160975
0.167365	1.340664	-0.503249	0.222145
0.139347	1.280110	-0.288915	0.301033
0.267430	1.295226	0.968683	0.409169
0.350757	1.277709	0.865389	0.546695
0.285078	1.203196	-0.441273	0.690128
0.450095	1.222847	-0.387044	0.808108
0.606014	1.221246	-0.438691	0.888261
0.790134	1.188791	0.565838	0.939728
0.826522	1.075420	0.051953	0.950275
0.879647	0.987123	-0.694342	0.957024
0.948419	0.983567	0.333428	0.935088
0.972617	0.929593	-0.366385	0.913432
0.982624	0.906652	-0.368968	0.846919
1.031565	0.897049	-0.015188	0.757344
1.077958	0.887268	-0.345727	0.657645
1.167289	0.896337	-0.544567	0.598303
1.195853	0.885667	-0.919005	0.564695
1.349590	0.972718	-0.412867	0.547820
1.468395	1.055502	-0.325068	0.515619
1.529889	1.161582	0.173323	0.486510
1.631228	1.242409	0.338593	0.464011
1.550994	1.241609	-0.306992	0.474417
1.391799	1.222669	-0.758900	0.512103
1.299921	1.238407	-0.361221	0.558789
1.150005	1.239030	-0.012605	0.612646
0.917308	1.212265	-0.095240	0.642176
0.805963	1.200172	-0.353474	0.662004
0.589640	1.208442	-0.397373	0.631349
0.465377	1.313188	0.266287	0.623755
0.326560	1.417845	-0.508414	0.613912
0.226676	1.564917	-0.653025	0.603365
0.106052	1.734396	-0.893182	0.560757
0.146442	1.878088	-0.665936	0.488479
0.205026	1.934907	-0.123646	0.349968
0.237229	1.961849	-0.330233	0.191490
0.307638	1.916145	-0.712418	0.021621
0.415163	1.844210	-0.776977	-0.148389
0.604377	1.768007	0.072612	-0.342725
0.628029	1.619779	-0.183039	-0.533968
0.772487	1.484001	-0.412867	-0.696666
0.912396	1.388413	-0.789888	-0.858941
1.049576	1.343331	-0.668519	-0.967781
1.189486	1.250856	-0.159798	-1.106573
1.356868	1.175542	-0.154634	-1.221740
1.519519	1.175631	-0.190786	-1.330299
1.668525	1.158647	-0.782141	-1.408202
1.770046	1.145665	-0.813129	-1.460232
1.875569	1.171541	0.209476	-1.488777
1.859013	1.102718	0.431557	-1.523651
1.850826	0.982411	-0.170128	-1.497496
1.863925	0.801550	-0.402538	-1.447154
1.811528	0.643364	-0.671101	-1.349986
1.807343	0.534794	-1.086857	-1.173086
1.754399	0.400705	-1.308938	-0.999139
1.669071	0.268750	-1.404485	-0.818724
1.627589	0.162314	-1.086857	-0.659120
1.650877	0.075529	-0.381879	-0.531578
1.551176	0.004661	-0.366385	-0.477158
1.430916	-0.027261	-0.433526	-0.442144
1.281728	-0.066829	-1.187568	-0.429628
1.161467	-0.089859	-1.210809	-0.450159
1.029745	-0.092349	-0.425779	-0.518641
0.684065	-0.174421	-2.558789	-0.607934
0.541791	-0.252936	-2.711147	-0.726899
0.624026	-0.294283	-0.978399	-0.801287
0.553071	-0.454959	-0.570390	-0.880034
0.509770	-0.668453	-1.809911	-0.958781
0.532876	-0.918670	-3.506506	-1.039356
0.837256	-1.066097	-1.425143	-1.079292
1.023741	-1.245891	-1.471625	-1.037247
1.228238	-1.425595	-1.990675	-1.015029
1.543899	-1.490506	-0.991311	-0.978046
1.646875	-1.574089	-1.639477	-0.918142
1.829357	-1.644958	-1.324432	-0.815771
1.934517	-1.655361	-1.549095	-0.699478
2.010748	-1.628419	-0.960323	-0.551265
2.027123	-1.665853	-0.495502	-0.374224
2.097350	-1.739834	-1.231468	-0.179325
2.159027	-1.779491	-0.962905	-0.005519
2.053685	-1.863164	-1.933864	0.166178
1.998013	-2.001343	-2.171438	0.299204
2.076427	-2.044647	-0.301827	0.427169
2.012204	-2.143791	0.418645	0.510697
1.824445	-2.300021	-0.715001	0.545008
1.607576	-2.473857	-1.858976	0.542055
1.481130	-2.492174	-0.756318	0.515900
1.274268	-2.480437	-0.474843	0.498603
1.050668	-2.478214	-1.267621	0.431809
0.969706	-2.343413	0.049371	0.353624
0.721544	-2.289351	-0.314739	0.258706
0.467015	-2.246848	-2.124956	0.162100
0.385143	-2.142635	-1.559425	0.026964
0.375501	-2.091240	-0.113316	-0.121390
0.304363	-2.130364	0.002889	-0.284649
0.203570	-2.242402	-1.590413	-0.443690
0.252693	-2.327408	-1.616236	-0.637886
0.358217	-2.370800	-1.086857	-0.853176
0.340751	-2.482660	-1.306356	-1.052153
0.503402	-2.583760	-0.949993	-1.179976
0.605651	-2.739546	-1.967434	-1.256052
0.763936	-2.769690	-1.489702	-1.286425
0.948056	-2.840291	-1.394155	-1.291910
1.130538	-2.922274	-1.246962	-1.281082
1.385795	-2.887151	-0.461932	-1.231162
1.468941	-2.897821	-1.401902	-1.203600
1.568278	-2.853184	-0.955158	-1.141728
1.585744	-2.832644	-0.412867	-1.075355
1.639779	-2.854162	0.849895	-1.010951
1.628499	-2.916672	-0.392209	-0.964828
1.466939	-3.031288	-2.760211	-0.924048
1.427277	-3.088018	-1.608489	-0.878628
1.489863	-3.066144	-0.609125	-0.786662
1.412358	-3.075125	-1.084275	-0.690619
1.266809	-3.064544	-1.404485	-0.599919
1.190213	-3.051384	-0.942246	-0.550983
1.168381	-2.976425	-0.010023	-0.519063
1.105977	-2.940947	1.152029	-0.530875
0.893838	-2.960776	-0.301827	-0.586279
0.660777	-2.924141	-1.755682	-0.627481
0.563077	-2.812904	-1.298609	-0.670792
0.491030	-2.731277	-1.066198	-0.663339
0.370224	-2.663698	-1.030046	-0.663479
0.267612	-2.556818	-0.327650	-0.646042
0.107144	-2.535744	-0.707254	-0.606669
-0.100082	-2.539568	-2.238579	-0.494314
-0.174858	-2.459808	-1.709200	-0.354678
-0.231622	-2.370000	-0.513578	-0.219120
-0.294209	-2.331587	-0.286333	-0.048689
-0.360798	-2.291752	-1.856393	0.154225
-0.249088	-2.187094	-1.502613	0.354327
-0.148477	-2.094708	-1.200480	0.560336
-0.108815	-2.081104	-1.463878	0.732736
0.162998	-2.019928	-0.663354	0.904995
0.348028	-2.013170	-1.166910	1.063192
0.558529	-1.945680	-0.903511	1.189328
0.636216	-1.919805	-1.791835	1.285372
0.776125	-1.835066	-1.469043	1.327558
0.922221	-1.736633	-0.270839	1.346541
0.930408	-1.671633	-0.751153	1.290153
0.883650	-1.592229	-1.616236	1.236858
0.851083	-1.537722	-1.543931	1.159236
0.950239	-1.387093	-0.632366	1.114237
0.990629	-1.240111	-0.361221	1.061646
0.940596	-1.066275	-0.379297	0.970383
0.895294	-0.955749	-0.782141	0.860278
0.865456	-0.844779	-1.339926	0.759172
0.850719	-0.736920	-0.815712	0.653988
0.846717	-0.634753	-0.343144	0.530243
0.690979	-0.615546	-1.009387	0.403123
0.635852	-0.565841	-1.265038	0.305954
0.549068	-0.453270	-2.031992	0.257722
0.568717	-0.234530	-0.557478	0.226785
0.388054	-0.084257	-0.392209	0.238879
0.270341	0.079353	-0.738242	0.262081
0.282349	0.323168	0.671714	0.311579
0.124428	0.481710	-0.611707	0.318610
0.246325	0.721790	0.532268	0.321422
0.273616	0.828492	0.514191	0.334781
0.233954	0.892870	-1.040375	0.361358
0.233044	0.983833	-0.663354	0.368530
0.319282	1.096049	0.263705	0.367686
0.426261	1.174564	1.268234	0.345187
0.364766	1.169318	0.010636	0.330563
0.398788	1.199906	-0.335397	0.317063
0.506859	1.243831	-0.469679	0.295408
0.550706	1.193059	-1.125592	0.308485
0.788497	1.250767	-0.841535	0.329297
1.025743	1.356225	-0.911258	0.368249
1.166562	1.510943	-0.947411	0.397076
1.217504	1.654991	-1.740188	0.456558
1.392163	1.774409	-1.649806	0.510275
1.472579	1.877644	-1.153998	0.577210
1.396348	1.900496	-1.099769	0.629802
1.454386	1.939620	0.212058	0.691253
1.427641	1.861282	0.155247	0.783078
1.465848	1.839409	-0.673683	0.861543
1.542989	1.803930	-0.717583	0.902886
1.583925	1.798684	-0.265674	0.927072
1.545900	1.780455	-0.180457	0.941837
1.470942	1.748711	-1.378661	0.966165
1.443833	1.828116	-1.456131	0.947322
1.400714	1.971364	-0.513578	0.905979
1.231331	2.061260	-0.374132	0.886574
1.053033	2.140932	-0.722748	0.874621
0.832526	2.271553	-1.027463	0.900917
0.674787	2.426005	-0.658189	0.909214
0.489575	2.507099	-0.503249	0.919479
0.383506	2.587303	-0.056505	0.918354
0.216488	2.648124	-0.260509	0.922572
0.059112	2.667063	-0.059087	0.925807
-0.038042	2.706010	0.439304	0.943244
-0.155755	2.648390	-0.281168	0.976008
-0.132649	2.664573	-0.048758	1.052365
-0.233078	2.609444	-0.477426	1.100738
-0.202149	2.585258	-0.051340	1.147846
-0.354066	2.510300	-1.104934	1.229546
-0.222708	2.574677	0.767260	1.310965
-0.152116	2.652392	2.172051	1.384228
-0.401370	2.584369	-0.957740	1.405039
-0.483605	2.589259	-1.272785	1.386899
-0.425931	2.620025	-0.033264	1.356666
-0.197964	2.740866	2.678189	1.321370
-0.439030	2.620025	-0.758900	1.239670
-0.604229	2.495984	-2.383190	1.147002
-0.486152	2.507543	0.168158	1.049130
-0.563293	2.418180	-1.463878	0.976430
-0.477419	2.397640	-0.508414	0.873356
-0.368621	2.372298	1.206258	0.801780
-0.364982	2.265329	1.301804	0.744829
-0.391727	2.173031	-0.376715	0.700815
-0.399550	2.090515	-1.249544	0.635145
-0.213065	2.107142	0.459962	0.536430
-0.178861	2.024626	0.718196	0.498041
-0.266372	1.938197	-0.237268	0.478495
-0.332779	1.931706	-0.596213	0.434481
-0.377536	1.946644	0.000306	0.361218
-0.478329	1.951446	0.813742	0.298501
-0.653898	1.867951	-0.059087	0.261800
-0.781254	1.788992	-1.107516	0.257300
-0.823281	1.712699	-0.815712	0.227207
-0.945542	1.585101	0.173323	0.203724
-1.076173	1.432872	0.121676	0.154788
-1.231911	1.274419	-2.096551	0.109368
-1.268662	1.195104	-1.337344	0.048198
-1.185881	1.215289	0.601991	-0.013534
-1.289949	1.166828	-0.363803	-0.056986
-1.445323	1.080221	-1.639477	-0.090594
-1.502269	0.998505	-1.321850	-0.120124
-1.294679	1.024469	0.669132	-0.160060
-1.264660	0.920434	1.521303	-0.193106
-1.335251	0.741619	0.583915	-0.222073
-1.271391	0.672529	-0.368968	-0.269181
-1.122385	0.675819	0.439304	-0.340335
-1.106375	0.629670	0.953189	-0.381255
-1.238461	0.479665	-0.115899	-0.439612
-1.396746	0.325658	-1.257291	-0.495298
-1.383646	0.295870	-0.149469	-0.564061
-1.365271	0.288401	0.847313	-0.634230
-1.498084	0.174674	0.281781	-0.716212
-1.547571	0.117321	0.072612	-0.784272
-1.660554	0.053478	-0.139140	-0.828989
-1.709495	0.008574	0.950606	-0.851629
-1.850314	-0.100085	0.351504	-0.849660
-1.980945	-0.153881	-0.149469	-0.821255
-1.990769	-0.193094	0.204311	-0.783569
-2.001140	-0.251158	0.018383	-0.708478
-2.191628	-0.338565	-0.663354	-0.609341
-2.245117	-0.336786	0.390239	-0.497829
-2.271498	-0.320336	1.180434	-0.336679
-2.385936	-0.391738	0.093271	-0.187059
-2.458165	-0.456471	-0.188204	-0.036877
-2.560777	-0.522804	-0.691760	0.110211
-2.561141	-0.491416	1.288892	0.285705
-2.699231	-0.570465	0.901542	0.433918
-2.779829	-0.647468	-0.379297	0.558367
-2.827860	-0.770532	-0.895764	0.657926
-2.815125	-0.902576	-0.782141	0.715580
-2.725066	-1.008567	-0.539402	0.711080
-2.651927	-1.131986	-1.265038	0.691112
-2.576970	-1.223305	-0.895764	0.670300
-2.528756	-1.263674	-0.565225	0.638802
-2.473993	-1.284926	0.248211	0.595912
-2.521297	-1.375801	-1.063616	0.546414
-2.520387	-1.423461	-0.472261	0.482995
-2.508743	-1.469521	-0.988728	0.425903
-2.542583	-1.470677	-1.758265	0.380202
-2.571693	-1.439378	-0.970652	0.323250
-2.617360	-1.457784	-1.419978	0.280080
-2.550407	-1.501621	-0.418032	0.189521
-2.541310	-1.590628	-0.684013	0.141851
-2.470900	-1.636332	-0.348309	0.097837
-2.414500	-1.708979	-0.371550	0.062401
-2.393941	-1.762864	-0.337980	-0.005097
-2.413590	-1.789272	-0.779559	-0.053330
-2.476358	-1.806967	-1.146251	-0.068798
-2.480179	-1.765264	-0.645278	-0.053330
-2.610446	-1.793718	-0.820876	0.014309
-2.731252	-1.800921	-0.841535	0.077447
-2.860427	-1.788917	-1.913205	0.126242
-2.891174	-1.712713	-1.683377	0.151132
-2.929199	-1.704800	-0.800218	0.157741
-3.017620	-1.722050	-0.616872	0.126242
-3.158257	-1.731209	-1.944193	0.122164
-3.144612	-1.725073	-1.063616	0.089821
-3.045093	-1.762597	0.638144	0.072806
-3.085483	-1.901577	-0.051340	0.039480
-3.101857	-1.910558	-0.128810	0.027105
-3.038179	-1.854539	-0.606543	0.016559
-2.891902	-1.772645	-0.066834	0.001793
-2.828042	-1.772289	0.310187	-0.021831
-2.850057	-1.815859	-1.538766	-0.056001
-2.807847	-1.797809	-1.843482	-0.092281
-2.658659	-1.738589	-0.407703	-0.152467
-2.520387	-1.685060	0.157829	-0.208152
-2.465988	-1.655983	-0.593631	-0.280290
-2.426144	-1.643357	-1.265038	-0.355803
-2.268041	-1.568221	-0.162381	-0.487283
-2.239295	-1.594896	-0.864776	-0.593029
-2.167976	-1.630464	-1.203062	-0.685978
-2.105571	-1.648870	-1.479372	-0.787787
-1.980399	-1.642201	-1.259874	-0.920251
-1.824297	-1.565820	0.594244	-1.041887
-1.836123	-1.585204	-0.224357	-1.157055
-1.773355	-1.510779	0.026130	-1.244521
-1.675837	-1.415814	0.509027	-1.288113
-1.518643	-1.337477	0.542597	-1.347454
-1.438955	-1.323606	-0.064252	-1.387390
-1.238097	-1.272211	0.302440	-1.387531
-1.065985	-1.218326	0.307605	-1.380500
-0.972105	-1.239666	-0.836371	-1.381203
-0.826556	-1.268743	-0.389626	-1.325518
-0.700656	-1.294440	-0.601378	-1.236224
-0.576211	-1.280747	0.072612	-1.165211
-0.535093	-1.336943	0.101018	-1.117822
-0.385723	-1.421950	-0.407703	-1.053981
-0.204150	-1.484193	-0.449020	-0.993655
-0.099718	-1.487038	-0.296662	-0.917861
0.093680	-1.425151	-0.565225	-0.869769
0.277255	-1.418126	-1.236633	-0.866394
0.504494	-1.400164	0.008053	-0.931782
0.704260	-1.321383	0.230134	-1.003076
0.787405	-1.252382	-1.110098	-1.052856
0.878556	-1.192895	-1.822823	-1.117541
0.932409	-1.182225	-1.789253	-1.142852
1.063403	-1.113669	-0.201116	-1.160711
1.093605	-1.074722	-0.281168	-1.176883
0.970252	-1.084325	-1.319267	-1.174773
0.855996	-1.087349	-1.352838	-1.162680
0.810148	-1.047246	-1.151416	-1.200647
0.803052	-0.955216	-0.079746	-1.234396
0.721362	-0.930674	-0.673683	-1.272082
0.590550	-0.951036	-1.143669	-1.287269
0.477567	-0.910134	-0.696924	-1.252817
0.316371	-0.837043	-1.724694	-1.218506
0.214668	-0.723227	-1.515525	-1.205428
0.285260	-0.574644	0.444468	-1.223428
0.195929	-0.609411	-0.376715	-1.244380
0.030912	-0.614746	-1.032628	-1.263786
0.029821	-0.537209	-0.306992	-1.288675
0.001257	-0.503687	-0.495502	-1.334517
0.029639	-0.492839	-0.180457	-1.376844
0.084948	-0.509111	-0.002276	-1.408484
0.105506	-0.456649	0.736272	-1.437029
0.075123	-0.462073	-0.854447	-1.478653
0.061478	-0.444734	-2.163692	-1.518308
0.265429	-0.300597	-0.325068	-1.545307
0.342570	-0.205898	0.243046	-1.592695
0.380595	-0.145345	-0.314739	-1.669052
0.516320	-0.135830	-0.849282	-1.748362
0.623662	-0.131206	-0.895764	-1.829781
0.692434	-0.117958	-0.642695	-1.905715
0.803962	-0.060338	-0.350891	-1.983478
0.981532	0.014353	0.240464	-2.036351
1.087419	-0.028861	-0.265674	-2.055335
1.083780	-0.060160	-1.711783	-2.050976
1.077777	-0.009299	-1.417396	-2.028758
1.173475	0.078642	-0.513578	-2.045070
1.196217	0.153867	-0.405120	-2.071647
1.093605	0.215665	-1.642059	-2.040570
1.098335	0.372784	-1.123010	-1.993743
1.070499	0.483399	-0.929335	-1.976588
1.006821	0.519856	-1.949358	-1.959151
1.073592	0.621223	-0.859612	-1.961823
0.983351	0.658391	-1.735024	-1.960698
1.055580	0.778965	-0.245015	-1.972229
1.087237	0.749266	-0.844118	-1.990931
1.126172	0.695026	-1.469043	-1.998665
1.298648	0.760559	0.263705	-1.969557
1.241156	0.671640	-1.285697	-1.901075
1.312657	0.675463	-0.392209	-1.882935
1.332488	0.672440	-0.916423	-1.847499
1.344860	0.708808	-0.784724	-1.801797
1.402352	0.804573	-0.919005	-1.763689
1.417271	0.900339	-1.647224	-1.696614
1.482950	1.007663	-0.591049	-1.644725
1.507147	1.056836	-0.673683	-1.586227
1.548993	1.104140	0.493533	-1.514933
1.526433	1.081555	-0.717583	-1.423952
1.543353	1.032294	-1.626565	-1.322424
1.565731	0.987746	-0.694342	-1.237068
1.487316	0.949955	-0.929335	-1.177304
1.376335	0.900694	-1.321850	-1.132868
1.292826	0.895715	-1.595577	-1.097292
1.221689	0.960892	-1.546513	-1.031060
1.001727	0.964983	-2.773123	-0.896768
0.949147	1.077731	-2.390937	-0.787928
0.961883	1.249344	-0.541984	-0.698212
