# Vib_X	Vib_Y	Vib_Z	Sound
0.187289	0.323642	1.253938	0.900253
0.337403	0.197368	-0.080273	0.788220
0.462003	0.039189	-1.147642	0.597479
0.610337	0.223432	0.368249	0.397217
0.805545	0.451713	2.094207	0.297879
0.548630	0.257135	0.107084	0.270585
0.654837	0.167260	0.856513	0.292484
0.511250	0.020316	0.839481	0.239800
0.117275	-0.314916	-0.452149	0.237895
0.273916	-0.415575	-0.276147	0.270902
0.164742	-0.861802	-1.783521	0.284867
0.289936	-0.878429	-0.540150	0.271220
-0.000799	-0.790801	0.223473	0.313113
-0.241693	-0.864498	-0.577054	0.433715
-0.236353	-0.837536	-0.009305	0.544478
-0.098699	-0.992569	-0.168274	0.641594
0.082862	-0.650148	0.745802	0.693643
0.097695	-0.491070	1.148904	0.868833
0.108375	-0.588584	-0.259114	0.973884
0.144569	-0.605210	-0.934736	0.997369
0.266796	-0.402544	0.118439	1.008160
0.452510	-0.367043	1.157421	1.040215
0.511250	-0.547691	-0.012143	0.940559
0.552784	-0.776421	-0.801315	0.743788
0.537950	-0.896404	0.635091	0.569868
0.431743	-0.822707	1.140388	0.499093
0.479210	-0.815067	0.461927	0.502585
0.611524	-0.812820	0.405153	0.495285
0.626357	-0.780915	0.833803	0.488303
0.375376	-0.701825	0.720253	0.556221
0.372410	-0.649698	-0.633829	0.722524
0.403263	-0.494665	-0.931897	0.794568
0.238909	-0.356258	-0.982995	0.819958
-0.016819	-0.169319	-0.537311	0.869150
-0.102852	-0.073154	0.041793	1.002130
-0.060725	-0.214706	0.101407	1.119875
0.044888	-0.285707	0.254699	1.200488
0.038955	-0.211111	0.884901	1.228417
0.047262	-0.170218	1.472521	1.310299
0.023528	-0.229086	0.101407	1.373139
0.243062	-0.341429	-0.071757	1.409002
0.171862	-0.314017	0.493154	1.390594
-0.105226	-0.421417	0.407991	1.358540
0.048448	-0.474443	0.223473	1.356318
0.269169	-0.297391	0.348378	1.401703
0.304769	-0.117642	0.601026	1.473112
-0.071999	0.020316	0.376765	1.519131
-0.154472	0.053120	-0.128532	1.541981
-0.047079	0.291736	-0.111499	1.493423
0.265016	0.498448	0.711737	1.490884
0.138042	0.332629	0.362571	1.509292
0.033022	0.153779	0.055987	1.581653
0.253742	0.151982	-0.094467	1.493106
0.502944	0.152431	-0.542989	1.321407
0.436490	0.152431	-0.210856	1.164625
0.208056	-0.122585	-0.273308	1.156690
0.427590	-0.282112	0.180892	1.207470
0.526084	-0.355809	-0.210856	1.289987
0.287563	-0.390860	-1.093706	1.418206
0.063875	-0.040350	0.345539	1.584509
-0.085052	-0.155838	0.300119	1.739388
-0.193039	-0.468152	-1.190223	1.735896
-0.123619	-0.359853	-1.340677	1.639415
-0.074372	-0.040799	0.779867	1.475016
-0.063099	0.073342	0.779867	1.420428
-0.268986	-0.295593	-1.471259	1.316647
-0.142606	-0.423664	-0.801315	1.145900
-0.378753	-0.273574	-0.026337	0.956428
-0.525307	-0.198978	0.609542	0.830748
-0.348493	-0.381423	0.030438	0.688248
-0.004952	-0.571957	-0.562860	0.490842
-0.140232	-0.695534	-0.032014	0.282645
-0.410200	-0.736427	0.132633	0.169660
-0.169899	-0.578248	0.070180	0.078891
-0.057165	-0.678458	-0.772927	-0.037584
0.060908	-0.712610	-0.392535	-0.151204
-0.667708	-0.991221	-2.175268	-0.180402
-0.574554	-0.770579	-1.877200	-0.155013
0.222889	-0.308175	0.884901	-0.172151
0.289343	-0.476690	0.271731	-0.184846
-0.270766	-0.637116	-0.940413	-0.256889
-0.762048	-0.706319	-2.808309	-0.240703
-0.095732	-0.217852	-0.355632	-0.253716
0.286969	-0.251105	0.717415	-0.281644
-0.308740	-0.514437	-1.516679	-0.280692
-0.359767	-0.175161	-0.599764	-0.143587
-0.047672	-0.069109	-0.261953	0.023034
0.469717	-0.123034	0.172375	0.168391
0.208056	-0.462759	-0.523118	0.293118
0.027682	-0.265036	-0.029176	0.452440
0.193816	-0.166174	-0.579893	0.595892
0.316043	-0.305030	-0.931897	0.692374
0.298243	-0.372885	-0.222211	0.765687
-0.995229	-0.956170	-3.066635	0.822497
-0.981582	-0.604761	-2.192301	0.975153
-0.153879	-0.240320	-0.006466	1.052909
-0.172866	-0.457367	0.240505	1.071000
-1.136443	-0.817764	-1.604680	1.118923
-1.367844	-0.722946	-2.013460	1.235716
-0.452920	-0.114945	0.935998	1.313155
-0.078526	-0.149547	1.072258	1.388055
-0.711021	-0.649698	-1.388936	1.342988
-1.228410	-0.666325	-2.919020	1.232860
-0.605408	-0.212010	-1.536550	1.069413
-0.031652	-0.438943	-0.977317	0.971345
-0.481400	-0.866296	-2.158236	0.907553
-1.233157	-1.009645	-2.995666	0.852012
-0.879529	-0.669471	-1.386097	0.863120
-0.349087	-0.651945	-0.330083	0.806311
-0.479027	-1.078399	-0.506085	0.780921
-0.748995	-0.831245	0.268893	0.779016
-0.875375	-0.651496	-0.744540	0.780286
-0.324760	-0.502754	-0.040531	0.799646
0.091762	-0.551735	0.376765	0.858995
-0.471314	-0.791700	-0.525956	0.957698
-0.572774	-0.528817	-0.253437	1.161768
-0.319420	-0.535108	-0.085951	1.304904
-0.022159	-0.701376	0.189408	1.396307
-0.602441	-0.998411	-0.721830	1.375360
-1.214170	-1.086039	-1.320806	1.343941
-0.913349	-0.762041	-1.034092	1.311568
-0.465380	-0.776871	-0.366987	1.246507
-0.676608	-1.124685	-0.389697	1.231273
-1.449724	-1.240623	-0.909187	1.292526
-1.256297	-0.961113	0.197924	1.345845
-0.845115	-0.972797	0.532896	1.269675
-0.793495	-1.045146	0.637930	1.059257
-1.405224	-1.096374	0.254699	0.860899
-1.647898	-0.985829	-0.753056	0.776160
-1.133476	-0.849220	-0.168274	0.652067
-0.857575	-0.978639	-0.349954	0.534957
-1.325124	-1.071209	-0.273308	0.401660
-1.676972	-1.029418	0.081535	0.367066
-1.351824	-0.873036	0.319990	0.284867
-0.905635	-0.889214	0.879223	0.119515
-1.115676	-0.964708	0.510186	-0.078843
-1.385644	-0.588584	1.472521	-0.198175
-1.263417	-0.501855	0.504509	-0.340041
-0.721108	-0.739573	-1.340677	-0.501267
-0.375787	-0.659135	-0.469182	-0.612982
-1.023709	-0.417373	0.229150	-0.682804
-1.156023	-0.261890	0.706060	-0.673283
-0.886055	-0.532412	0.334184	-0.672331
-0.767982	-0.695085	0.348378	-0.718984
-1.341144	-0.696433	0.362571	-0.778968
-1.587378	-0.508146	0.507347	-0.715811
-1.135256	-0.591280	0.933159	-0.701529
-0.936489	-0.893258	0.305796	-0.634246
-1.293677	-0.849220	0.166698	-0.577436
-1.615265	-0.617344	-0.562860	-0.464134
-1.299017	-0.439392	-0.409568	-0.391138
-0.789935	-0.561172	-0.372664	-0.357814
-0.881309	-0.784510	0.002050	-0.345119
-1.063463	-0.494665	0.779867	-0.312112
-1.031423	-0.238073	-0.872284	-0.178181
-0.877155	-0.544096	-1.289579	-0.068052
-0.528274	-0.572856	-0.860929	0.117611
-0.753742	-0.365695	0.998451	0.355006
-1.041509	-0.356708	1.273809	0.569233
-0.989889	-0.655091	-0.716152	0.583197
-0.709835	-0.896853	0.075858	0.470212
-1.098470	-1.218603	-0.472020	0.415307
-1.234343	-1.152097	-0.789960	0.436571
-0.790528	-0.911233	0.149665	0.514962
-0.319420	-0.938645	0.087213	0.640642
-0.671861	-1.258148	-1.048286	0.666032
-1.036763	-1.261743	-1.525195	0.738393
-0.378160	-0.750807	-0.270469	0.762513
0.014628	-0.657338	-0.040531	0.749501
-0.455887	-0.860454	-1.093706	0.755848
-1.211203	-1.095925	-2.615274	0.751405
-0.794088	-0.504551	-0.355632	0.699673
0.104815	0.017170	2.060142	0.576215
-0.069032	-0.411082	-0.375503	0.461643
-0.932336	-0.871688	-1.550744	0.311526
-0.778662	-0.692838	-0.315889	0.200128
-0.072592	-0.237175	1.188647	0.106503
0.002761	-0.510842	0.703221	0.054136
-0.732975	-1.121989	-1.897071	0.026525
-0.862915	-0.966955	-1.269708	0.058897
-0.315860	-0.660034	0.373926	-0.006799
0.063282	-0.700927	-0.426600	-0.119784
-0.215586	-0.977740	-1.993589	-0.206427
-0.573367	-0.881125	-1.505324	-0.214996
-0.390620	-0.404341	-0.886477	-0.204840
-0.093359	-0.154940	-0.679249	-0.208966
-0.409013	-0.345473	-1.405968	-0.229595
-1.071769	-0.453323	-2.320045	-0.227374
-0.759082	-0.045742	-0.517440	-0.242290
-0.635074	-0.124382	-1.607519	-0.267680
-0.740688	-0.101015	-1.400290	-0.242607
-1.144156	-0.275371	-1.235643	-0.262602
-1.118643	-0.182351	-1.431517	-0.205475
-0.920469	-0.019678	-0.849574	-0.189606
-0.978022	-0.139211	-1.806231	-0.164534
-0.886649	0.033347	-0.542989	-0.201666
-1.011249	-0.072255	-0.500408	-0.266728
-0.671268	0.153330	-0.097306	-0.372730
-0.280260	0.340718	0.058825	-0.537130
-0.498607	0.175798	-0.216533	-0.681852
-0.622021	0.126817	0.476121	-0.738027
-0.279073	0.317800	1.200002	-0.719937
0.096509	0.379364	1.148904	-0.634246
-0.012665	0.395541	0.566961	-0.574897
-0.483180	0.375769	0.524380	-0.571723
-0.387060	0.510581	0.376765	-0.503806
-0.290940	0.496201	0.010567	-0.381300
-0.268986	0.284996	-0.562860	-0.207696
-0.305773	0.461150	0.331345	-0.154060
-0.406640	0.684488	1.205679	-0.232134
-0.439867	0.613038	0.149665	-0.381617
-0.266020	0.435536	-0.775766	-0.503488
-0.205499	0.458454	0.206440	-0.650749
-0.480214	0.418909	0.992773	-0.756435
-0.193039	0.570797	1.878462	-0.812292
0.165929	0.539341	1.347617	-0.709146
0.057942	0.245900	1.177292	-0.563472
-0.175239	0.245002	2.324146	-0.493967
-0.182953	0.359592	1.418585	-0.533004
0.066248	0.558214	1.174453	-0.620916
-0.108786	0.415314	0.717415	-0.639959
-0.334847	0.352402	0.691866	-0.625994
-0.289160	0.528556	1.109162	-0.610126
-0.403080	0.481372	0.036115	-0.641228
-0.312893	0.471485	-0.247759	-0.581245
-0.249406	0.359142	0.527219	-0.472386
-0.219739	0.432839	1.083613	-0.319729
-0.187699	0.352851	0.274570	-0.276884
-0.005545	0.204109	-0.290340	-0.249907
0.107189	0.207254	1.248260	-0.233086
0.091762	0.264325	1.915366	-0.210235
0.031835	0.241856	1.103484	-0.206744
0.157622	0.197818	1.276648	-0.248955
0.301209	0.383858	2.139627	-0.290848
-0.022159	0.299376	2.383759	-0.275932
-0.085052	0.451264	2.227628	-0.232769
0.083455	0.598208	1.503748	-0.246099
-0.020379	0.649437	1.211357	-0.226421
-0.404267	0.684937	1.710976	-0.197541
-0.597101	0.753242	1.455489	-0.129305
-0.266613	0.988713	1.645685	-0.067735
-0.117686	0.853452	1.611620	-0.012512
-0.625581	0.587423	0.708898	-0.047106
-0.690848	0.617082	0.376765	-0.095346
-0.414947	0.672355	0.649285	-0.144857
-0.097512	0.642247	0.484637	-0.148348
-0.121839	0.460700	0.078697	-0.203253
-0.374007	0.351054	0.124117	-0.415258
-0.240506	0.514625	0.302958	-0.732314
-0.000205	0.743805	1.112001	-1.032232
-0.139639	0.768071	0.759996	-1.285813
-0.601848	0.531252	-0.469182	-1.448308
-0.622614	0.718191	-0.497569	-1.555580
-0.517594	0.884458	-0.395374	-1.593347
-0.486147	0.916813	0.399475	-1.494010
-0.789935	0.815704	0.598187	-1.461003
-0.746621	0.912319	0.620897	-1.421649
-0.337220	1.004890	0.777028	-1.444817
-0.151506	0.910971	0.305796	-1.508926
-0.169306	0.967592	0.385281	-1.598425
-0.355613	0.910073	0.229150	-1.709189
-0.047079	0.958155	1.029677	-1.835503
0.175422	0.745602	0.058825	-1.853276
0.213396	0.869180	0.263215	-1.760286
0.072182	0.871427	1.140388	-1.606994
-0.067845	0.704710	0.444895	-1.462590
0.266203	0.958605	1.327745	-1.350240
0.085235	0.748299	0.337023	-1.243602
-0.276700	0.566752	-0.188146	-1.193775
-0.390027	0.667861	0.354055	-1.167433
-0.079119	0.808515	1.356133	-1.196314
0.113715	0.897490	1.208518	-1.219482
-0.125399	0.741558	0.317151	-1.254393
-0.145572	0.723134	0.859352	-1.293112
0.180762	0.816154	1.407230	-1.419110
0.489890	0.874123	0.632252	-1.556215
0.193222	0.909623	0.277409	-1.667613
-0.043519	0.968042	1.202840	-1.772346
-0.150912	0.844914	0.348378	-1.842485
0.179576	0.916364	1.004128	-1.799322
-0.122432	0.667412	-0.190984	-1.738070
-0.599474	0.430143	-0.815509	-1.662535
-0.310520	0.641348	0.799738	-1.550185
-0.145572	0.458004	-0.321567	-1.431170
0.037175	0.576638	-0.222211	-1.332149
-0.339593	0.428795	-0.980156	-1.256932
-0.391807	0.567202	-0.219372	-1.129665
-0.223893	0.531701	0.453411	-1.023028
-0.298653	0.382959	-0.577054	-0.950350
-0.190666	0.785597	0.825287	-0.888144
-0.362140	0.635057	0.095729	-0.758974
-0.396553	0.438232	-0.724669	-0.655827
-0.185326	0.281401	-0.534473	-0.531734
0.082862	0.566303	0.981418	-0.398120
0.155249	0.777058	1.790461	-0.215313
-0.213213	0.485416	-0.665055	-0.119149
-0.123026	0.517321	-0.741701	-0.062340
0.042515	0.418909	-1.161836	0.008752
-0.158626	0.356895	-1.695520	0.041124
-0.203719	0.597759	-0.542989	0.089047
0.146349	0.690779	0.243344	0.155696
0.225856	0.600905	0.036115	0.241704
-0.364513	0.232869	-1.559260	0.215045
-0.493267	0.399136	-0.806992	0.119833
-0.350867	0.623373	-0.205178	-0.014099
-0.258306	0.612588	-0.489053	-0.114389
-0.238133	0.595961	-0.219372	-0.232134
-0.374007	0.600905	-0.642345	-0.389234
-0.416727	0.625171	-0.633829	-0.591083
-0.300433	0.639551	-0.846735	-0.648528
0.016408	0.825591	-0.043369	-0.638054
0.117869	0.840420	0.615220	-0.679313
-0.168713	0.559113	-0.684926	-0.776112
-0.109379	0.373073	-0.718991	-0.918612
-0.080306	0.600455	0.175214	-1.036992
-0.315266	0.453510	0.243344	-1.126174
-0.318826	0.421605	-0.219372	-1.249315
-0.198379	0.409472	-0.253437	-1.424505
0.034208	0.497998	-0.023498	-1.549232
-0.139046	0.533499	-1.039770	-1.616833
-0.258900	0.570797	-0.423762	-1.612072
-0.260086	0.589670	-0.653700	-1.685703
-0.162779	0.626519	-1.289579	-1.755842
-0.027499	0.811660	-0.327244	-1.839311
-0.289160	0.634158	-1.113577	-1.915798
-0.099292	0.754590	-0.230727	-1.956105
-0.006732	0.691678	-0.440794	-1.907229
-0.060725	0.806268	-0.753056	-1.824712
-0.080899	0.915914	0.373926	-1.741561
-0.270766	0.859294	-0.134209	-1.717758
-0.077339	1.100157	0.450572	-1.784723
-0.201346	1.149588	-0.210856	-1.746639
-0.313486	1.021966	-0.415245	-1.674912
-0.225079	0.964447	0.419346	-1.652696
-0.125399	0.978827	0.555606	-1.655870
-0.044112	1.053422	0.518702	-1.545107
-0.273733	0.872775	-0.355632	-1.337862
-0.301026	0.755489	0.109923	-1.116970
-0.090986	0.731672	0.311474	-0.963044
0.242469	0.744704	-0.091628	-0.794837
0.302989	0.733919	-0.585570	-0.670744
0.205682	0.662019	-0.585570	-0.619012
0.246029	0.661570	-0.085951	-0.570771
0.503537	0.625171	0.334184	-0.515866
0.510064	0.615734	0.490315	-0.514914
0.054975	0.576638	-0.821186	-0.532686
-0.050639	0.853452	-0.256275	-0.538399
-0.038772	0.797280	0.209279	-0.488889
0.217549	1.026909	0.342700	-0.359083
0.368850	1.437636	0.728770	-0.279423
0.044888	1.442129	-0.542989	-0.177546
0.178389	1.429996	-0.037692	-0.108993
0.329096	1.380565	0.229150	-0.035998
0.345116	1.145993	-0.301695	0.062705
0.368256	0.944674	-0.165436	0.149983
0.495823	0.867832	0.689027	0.148396
0.775878	0.700665	1.483876	0.086191
0.764011	0.567651	0.214957	-0.011877
0.688064	0.619329	-0.315889	-0.178498
0.742058	0.682241	0.268893	-0.376222
0.854198	0.406326	-0.244920	-0.519039
0.867252	0.414415	0.263215	-0.677726
0.783591	0.575740	1.217034	-0.827526
0.488110	0.614386	0.390959	-0.923055
0.375970	0.510581	-0.477698	-1.013189
0.302396	0.519119	-0.909187	-1.072855
0.150502	0.625171	-0.358470	-1.147438
0.040142	0.926699	0.288764	-1.121731
-0.053605	0.955459	0.416508	-1.097293
-0.040552	0.988713	0.961547	-1.036040
-0.449954	0.937934	0.598187	-0.982404
-0.734755	0.916364	0.884901	-1.030010
-0.822568	1.015226	1.137549	-1.117922
-0.967936	0.738412	0.365410	-1.210913
-0.765015	1.028257	1.813171	-1.235350
-0.872409	0.969839	2.344017	-1.223925
-0.881309	0.825141	1.421424	-1.207739
-0.696188	0.990960	0.759996	-1.165528
-0.880122	1.162170	0.865030	-1.135061
-0.987516	1.240811	1.543490	-1.087455
-1.115083	1.275412	1.112001	-1.051592
-1.022523	1.330685	1.458328	-1.092533
-1.053376	1.413370	1.100646	-1.132522
-1.112116	1.424154	0.916127	-1.159181
-0.979209	1.299678	0.901933	-1.172511
-0.719328	1.412920	1.253938	-1.168702
-0.544887	1.423256	1.586071	-1.145217
-0.709835	1.156329	1.253938	-1.137917
-0.876562	1.055669	0.998451	-1.127444
-0.877749	1.084429	0.987096	-1.170606
-0.646348	1.026460	1.926721	-1.226464
-0.883682	0.730773	0.989934	-1.172828
-1.231377	0.515074	0.717415	-1.022393
-1.150683	0.701564	1.242583	-0.880527
-0.847489	0.810312	1.801816	-0.766590
-0.805955	0.872775	1.898333	-0.718350
-0.990483	0.752343	0.865030	-0.664714
-1.009469	1.053872	0.566961	-0.583784
-1.018963	1.270469	0.504509	-0.546968
-1.094910	1.276760	1.055226	-0.565693
-1.198150	1.128018	0.970063	-0.658049
-1.255704	0.980624	-0.120016	-0.731362
-0.856982	1.123524	0.643607	-0.752309
-0.588794	0.981073	1.691105	-0.739296
-0.703901	0.598658	0.941676	-0.728188
-0.515814	0.335775	0.813932	-0.633611
-0.311113	0.436434	1.949431	-0.483811
-0.106412	0.497549	2.684666	-0.307669
-0.195413	0.260280	1.537813	-0.188337
-0.140826	0.120076	1.784784	-0.104550
-0.426814	0.002790	1.197163	-0.063292
-0.868255	-0.421867	-0.948930	-0.112802
-0.671268	-0.143256	-0.446472	-0.088999
-0.526494	-0.062369	1.177292	0.033824
-0.476654	-0.044394	1.708137	0.101108
-0.828502	-0.058324	-1.224288	0.197272
-0.652281	0.119627	-1.122093	0.351515
-0.228639	0.485865	1.290842	0.476560
-0.254153	0.475979	0.759996	0.612713
-0.186513	0.525859	0.300119	0.680313
-0.143792	0.555069	-0.276147	0.778382
0.024122	0.458454	0.300119	0.863755
0.209242	0.111538	0.867868	0.951667
0.278663	0.063905	0.064503	0.931356
0.054382	-0.181003	-0.636668	0.865025
0.224669	-0.092926	0.527219	0.856138
0.273916	-0.340530	0.660640	0.782825
0.002168	-0.514887	0.416508	0.654289
0.282816	-0.103262	2.040271	0.596527
-0.019785	-0.244365	1.356133	0.567963
-0.263646	-0.458266	0.799738	0.463230
-0.327133	-0.308175	0.833803	0.379444
-0.137266	0.007284	2.349694	0.262968
0.027682	0.162767	2.318468	0.230596
-0.333660	-0.055628	0.657801	0.231548
-0.183546	0.102551	2.014722	0.179181
-0.678388	-0.055179	0.197924	0.050328
-1.153057	-0.414677	-0.943252	-0.041710
-0.828502	-0.023723	1.583233	-0.040758
-0.656434	0.054917	1.983496	-0.010290
-1.029049	-0.142357	0.601026	-0.030285
-1.407598	-0.360303	-0.926220	-0.048375
-1.130510	-0.136066	-0.778605	-0.017590
-0.985142	-0.136515	0.339861	0.010339
-1.193403	-0.052932	0.524380	0.025255
-1.409971	0.043683	0.521541	-0.033459
-1.554745	0.098956	0.200763	-0.079160
-1.614078	-0.038552	-0.182468	-0.081699
-1.674599	-0.185047	0.251860	-0.028063
-1.877519	-0.189092	-0.043369	0.048424
-1.874553	-0.351315	0.047470	0.181720
-1.557118	-0.203921	1.955108	0.290897
-1.668072	-0.417822	0.779867	0.406738
-1.656205	-0.264586	0.595349	0.535909
-1.526858	-0.091129	1.992012	0.640324
-1.627132	-0.322555	0.890578	0.695865
-1.442011	-0.478038	0.095729	0.750770
-1.591532	-0.443436	-0.429439	0.789490
-1.446164	-0.043495	1.881301	0.815832
-1.570765	-0.190440	1.208518	0.847252
-1.785552	-0.671718	-0.880800	0.848204
-1.345891	-0.239871	0.135472	0.902475
-1.500751	-0.233580	-0.525956	0.982453
-1.355384	-0.247960	-0.046208	1.126223
-0.980396	-0.387265	-0.304534	1.203662
-0.735348	-0.369290	-0.701959	1.276023
-0.585234	-0.063717	-0.381180	1.272532
-0.569807	-0.237624	-0.818347	1.210961
-0.244066	-0.422765	-0.497569	1.181763
-0.065472	-0.669471	-1.672810	1.130666
0.184916	-0.224143	-0.917704	1.078934
0.354610	-0.071356	1.384520	1.030693
-0.078526	-0.558026	0.212118	1.002130
-0.271953	-1.010095	-1.224288	1.033550
-0.164559	-0.724294	-0.508924	1.125905
-0.168713	-0.353113	1.435618	1.232860
-0.317046	-0.450626	0.921804	1.359174
-0.440460	-1.050089	-1.096545	1.471207
-0.211433	-0.764288	-0.239243	1.616881
-0.320013	-0.482981	-0.341438	1.633702
-0.417914	-0.861802	-0.750217	1.530556
-0.155066	-1.015038	-0.185307	1.356001
0.037768	-1.171869	-0.403890	1.188428
0.393176	-0.739123	1.157421	1.052275
0.473277	-0.718452	1.148904	0.975153
0.336216	-1.122887	-0.233566	0.989435
0.682724	-1.294547	-0.361309	0.986579
0.777065	-1.039304	-0.142726	0.961506
0.534984	-0.903594	0.799738	0.934529
0.376563	-0.933252	-0.114338	0.930721
0.314856	-1.143558	-0.202339	0.908505
0.305363	-0.856859	0.444895	0.904061
0.097102	-0.487026	0.115600	0.892953
-0.023939	-0.459614	0.013405	0.909457
0.092355	-0.704072	-0.753056	0.890097
0.234162	-0.609255	0.186569	0.845030
-0.073185	-0.490171	-0.653700	0.783142
-0.272546	-0.711712	-1.224288	0.672379
-0.064285	-0.814169	0.467605	0.632707
0.006322	-0.963360	-0.066079	0.657780
-0.285006	-0.791251	-0.105822	0.622552
-0.559721	-0.880226	-0.437955	0.557490
-0.437494	-1.093229	-0.656539	0.536861
-0.289753	-1.234781	-0.077434	0.554316
-0.242879	-0.752605	0.379604	0.568281
-0.410794	-0.504551	0.478960	0.591132
-0.640414	-0.584989	-0.193823	0.673331
-0.548447	-0.795295	-0.219372	0.762196
-0.445207	-0.631723	-0.877961	0.835192
-0.446394	-0.110901	0.371088	0.893588
-0.720515	-0.099667	0.098568	0.981818
-0.528867	-0.277618	-1.689843	1.010699
-0.021565	-0.084837	-0.406729	1.019268
-0.728228	-0.164376	-2.124171	1.050053
-0.879529	-0.296042	-2.129848	1.097976
-0.172273	-0.058774	0.447734	1.206518
0.042515	-0.105059	0.464766	1.385199
-0.585828	-0.337385	-1.420162	1.477237
-1.195183	-0.668572	-2.036170	1.517226
-0.796462	-0.513089	0.132633	1.576892
-0.667115	-0.723845	-0.747379	1.582605
-0.693815	-0.445234	-0.449310	1.640367
-0.816635	-0.288403	0.280248	1.718441
-1.067616	-0.598919	-0.591248	1.805084
-0.975056	-0.778219	-0.682088	1.833013
-1.049223	-0.522526	-1.337838	1.775568
-0.878935	0.321844	1.288003	1.695907
-1.116863	0.055367	0.640769	1.592761
-1.204083	-0.575552	-0.866606	1.468668
-0.652281	-0.252004	0.195085	1.382977
-1.183317	-0.333340	-1.698359	1.218578
-1.238497	-0.561621	-1.235643	1.105276
-0.835622	-0.851916	-0.991511	1.137013
-0.458854	-0.893707	0.657801	1.263011
-0.611341	-0.541400	0.407991	1.431536
-1.322157	-1.042899	-2.453466	1.509927
-0.867069	-1.106710	-0.315889	1.515322
-0.323573	-1.139514	1.021161	1.499136
-0.612528	-0.768782	0.257538	1.523891
-1.525671	-0.947183	-2.132687	1.552455
-1.487698	-1.055032	-1.508163	1.603552
-0.937676	-0.880226	-0.063241	1.658457
-1.009469	-0.619590	-0.409568	1.715902
-1.676972	-0.558026	-1.584809	1.740022
-1.900066	-0.948980	-2.197978	1.721932
-0.829688	-0.629926	1.395875	1.619738
-0.566841	-0.751256	0.317151	1.538173
-1.170263	-0.895056	-1.951007	1.450578
-1.315037	-1.053684	-0.943252	1.397894
-0.670081	-1.214110	0.737286	1.393768
-0.039959	-1.445986	1.146065	1.421062
-0.363327	-1.358808	-1.059641	1.423284
-0.643974	-1.429808	-0.784282	1.295382
-0.416134	-1.414530	0.084374	1.114480
0.073368	-1.228040	1.080774	0.945320
-0.387060	-0.974145	0.433540	0.862803
-1.558305	-1.032114	-1.877200	0.744740
-1.346484	-0.954822	-0.418084	0.682535
-0.659401	-0.558476	1.844397	0.586054
-0.954882	-0.280764	0.711737	0.547652
-1.702485	-0.130673	-0.994350	0.488303
-1.729185	-0.268181	-0.233566	0.360719
